layer,feature_id,active_count,active_fraction,total_activation,mean_activation_when_active,max_activation,sae_folder
18,6153,27,0.006161570059333638,8617.22866821289,319.1566173412182,424.5855712890625,resid_post_all/layer_18_width_16k_l0_small
18,5637,27,0.006161570059333638,8105.738433837891,300.21253458658856,406.15484619140625,resid_post_all/layer_18_width_16k_l0_small
18,16309,27,0.006161570059333638,7850.175247192383,290.74723137749567,381.8103332519531,resid_post_all/layer_18_width_16k_l0_small
18,13176,27,0.006161570059333638,7691.686096191406,284.8772628219039,381.8956298828125,resid_post_all/layer_18_width_16k_l0_small
18,4232,27,0.006161570059333638,7554.622802734375,279.8008445457176,526.9909057617188,resid_post_all/layer_18_width_16k_l0_small
18,1455,26,0.005933363760839799,17237.315673828125,662.9736797626202,1086.6185302734375,resid_post_all/layer_18_width_16k_l0_small
18,3281,26,0.005933363760839799,10001.564422607422,384.67555471567005,616.0162353515625,resid_post_all/layer_18_width_16k_l0_small
18,6353,26,0.005933363760839799,9198.967987060547,353.8064610407903,599.3204345703125,resid_post_all/layer_18_width_16k_l0_small
18,4206,26,0.005933363760839799,8163.691711425781,313.98814274714545,382.66644287109375,resid_post_all/layer_18_width_16k_l0_small
18,10511,26,0.005933363760839799,7438.110382080078,286.08116854154144,380.5489807128906,resid_post_all/layer_18_width_16k_l0_small
18,15969,26,0.005933363760839799,6385.3787841796875,245.59149169921875,300.74090576171875,resid_post_all/layer_18_width_16k_l0_small
18,15211,25,0.005705157462345961,31440.252197265625,1257.610087890625,1503.078857421875,resid_post_all/layer_18_width_16k_l0_small
18,267,25,0.005705157462345961,11337.965393066406,453.51861572265625,707.160400390625,resid_post_all/layer_18_width_16k_l0_small
18,6422,25,0.005705157462345961,9946.8583984375,397.8743359375,779.7783813476562,resid_post_all/layer_18_width_16k_l0_small
18,1067,25,0.005705157462345961,9668.83316040039,386.7533264160156,599.2779541015625,resid_post_all/layer_18_width_16k_l0_small
18,7744,25,0.005705157462345961,8962.937194824219,358.5174877929687,625.6361083984375,resid_post_all/layer_18_width_16k_l0_small
18,2099,25,0.005705157462345961,8541.618896484375,341.664755859375,552.6838989257812,resid_post_all/layer_18_width_16k_l0_small
18,3242,25,0.005705157462345961,8095.239776611328,323.8095910644531,403.0427551269531,resid_post_all/layer_18_width_16k_l0_small
18,758,25,0.005705157462345961,7728.897323608398,309.15589294433596,456.6681213378906,resid_post_all/layer_18_width_16k_l0_small
18,13947,25,0.005705157462345961,7446.711700439453,297.86846801757815,353.38214111328125,resid_post_all/layer_18_width_16k_l0_small
18,13746,25,0.005705157462345961,6037.411727905273,241.49646911621093,283.40972900390625,resid_post_all/layer_18_width_16k_l0_small
18,5786,25,0.005705157462345961,4430.266342163086,177.21065368652344,256.0819091796875,resid_post_all/layer_18_width_16k_l0_small
